encoder__Dependents,encoder__PaymentMethod,encoder__InternetService,encoder__tenure_group,remainder__SeniorCitizen,remainder__Partner,remainder__Tenure,remainder__Contract,remainder__PaperlessBilling,remainder__MonthlyCharges,remainder__TotalCharges,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__service_diversity,remainder__monthly_charges_ratio,remainder__is_paperless_electronic
1.0,1.0,1.0,4.0,0,1,52,12,1,95.7,4976.15,0,1,1,0,2,1.4715679100727879,1
0.0,3.0,0.0,0.0,0,1,9,1,0,40.65,328.95,0,0,0,1,1,0.6250703818647735,0
0.0,0.0,2.0,0.0,0,0,2,1,1,20.7,39.85,0,0,0,0,0,0.3183015228684086,1
0.0,1.0,0.0,2.0,1,1,36,12,0,54.1,1992.85,0,0,1,1,2,0.8318894873034256,0
0.0,2.0,2.0,0.0,1,0,8,1,0,19.65,164.3,0,0,0,0,0,0.30215579344754734,0
0.0,2.0,0.0,2.0,0,0,35,1,0,49.2,1701.65,0,0,1,0,1,0.7565427500060729,0
0.0,1.0,1.0,1.0,0,0,13,1,1,80.0,1029.35,1,0,0,0,1,1.2301508130180046,1
0.0,2.0,1.0,0.0,0,0,1,1,0,70.5,70.5,0,0,0,0,0,1.0840704039721165,0
0.0,1.0,1.0,5.0,0,1,64,24,1,94.6,5948.7,1,0,1,0,2,1.4546533363937901,1
0.0,2.0,0.0,1.0,0,0,14,1,0,50.45,765.45,0,1,0,0,1,0.7757638564594791,0
0.0,0.0,0.0,5.0,0,1,68,12,0,55.9,3848.8,1,0,0,1,2,0.8595678805963306,0
0.0,0.0,0.0,2.0,0,0,29,1,0,48.95,1323.7,0,0,1,0,1,0.7526985287153916,0
0.0,0.0,1.0,0.0,0,0,2,1,1,87.15,183.75,0,1,0,0,1,1.3400955419314888,1
0.0,2.0,1.0,0.0,1,0,4,1,1,89.2,346.2,0,0,1,0,1,1.3716181565150751,0
0.0,0.0,0.0,4.0,0,0,53,24,1,73.9,3958.25,0,1,1,1,3,1.1363518135253818,1
0.0,2.0,0.0,0.0,0,0,8,1,0,71.15,563.65,1,0,0,1,2,1.0940653793278878,0
0.0,3.0,2.0,0.0,0,0,1,1,1,19.45,19.45,0,0,0,0,0,0.2990804164150023,0
0.0,0.0,1.0,3.0,0,0,42,1,1,103.8,4327.5,0,1,1,1,3,1.5961206798908607,1
1.0,0.0,0.0,5.0,0,1,72,24,0,68.4,4855.35,1,1,0,1,3,1.0517789451303938,0
0.0,2.0,1.0,2.0,0,0,25,1,1,84.8,2043.45,0,0,0,0,0,1.3039598617990846,0
0.0,2.0,1.0,5.0,0,1,72,24,1,109.65,7880.25,1,1,1,0,3,1.6860754580928026,0
0.0,3.0,0.0,3.0,0,0,38,12,0,70.6,2708.2,1,1,0,1,3,1.0856080924883889,0
0.0,1.0,0.0,3.0,0,1,42,1,1,66.4,2727.8,1,1,0,1,3,1.0210251748049437,1
0.0,2.0,1.0,0.0,1,1,1,1,1,74.4,74.4,0,0,0,0,0,1.1440402561067442,0
0.0,2.0,1.0,3.0,1,1,44,1,0,104.15,4495.65,0,0,1,1,2,1.6015025896978148,0
0.0,2.0,1.0,0.0,1,0,2,1,1,70.65,142.35,0,0,0,0,0,1.0863769367465252,0
0.0,0.0,0.0,3.0,0,0,47,12,1,86.95,4138.9,1,1,1,1,4,1.3370201648989437,1
0.0,3.0,2.0,1.0,0,0,15,12,0,19.65,270.6,0,0,0,0,0,0.30215579344754734,0
0.0,1.0,1.0,2.0,0,1,35,1,1,91.5,3236.35,0,0,0,1,1,1.4069849923893427,1
1.0,0.0,0.0,5.0,0,1,69,24,0,86.9,6194.1,1,0,1,1,3,1.3362513206408075,0
0.0,3.0,2.0,0.0,0,0,0,24,0,20.25,0.0,0,0,0,0,0,0.3113819245451824,0
0.0,2.0,1.0,1.0,1,1,17,1,1,92.55,1614.7,0,0,0,0,0,1.4231307218102038,0
0.0,2.0,1.0,3.0,0,1,46,12,1,94.65,4312.5,0,1,1,0,2,1.4554221806519267,0
0.0,3.0,1.0,2.0,1,1,30,1,1,79.65,2365.15,0,1,1,0,2,1.2247689032110507,0
0.0,0.0,1.0,1.0,0,0,17,1,0,70.5,1165.6,0,0,0,0,0,1.0840704039721165,0
1.0,3.0,2.0,0.0,0,1,10,1,1,24.4,253.9,0,0,0,0,0,0.37519599797049136,0
1.0,1.0,1.0,2.0,0,1,27,12,1,80.65,2209.75,1,1,0,0,2,1.2401457883737759,1
0.0,0.0,0.0,0.0,0,0,11,12,0,53.8,651.55,0,0,1,1,2,0.827276421754608,0
0.0,1.0,1.0,0.0,0,0,5,1,1,85.4,425.9,0,0,0,1,1,1.3131859928967198,1
0.0,2.0,1.0,0.0,1,0,1,1,1,70.2,70.2,0,0,0,0,0,1.079457338423299,0
0.0,1.0,1.0,2.0,0,1,25,1,1,95.7,2338.35,0,0,0,1,1,1.4715679100727879,1
0.0,1.0,2.0,4.0,0,0,57,24,0,18.8,1094.35,0,0,0,0,0,0.28908544105923106,0
0.0,2.0,1.0,0.0,0,0,4,1,1,79.9,324.3,0,0,0,0,0,1.228613124501732,0
0.0,2.0,1.0,1.0,0,0,24,1,1,89.55,2187.15,0,1,1,0,2,1.3770000663220288,0
0.0,1.0,0.0,3.0,0,1,43,12,1,71.9,3173.35,1,0,0,1,2,1.1055980431999317,1
0.0,2.0,1.0,2.0,1,0,34,12,1,99.85,3343.15,0,1,1,0,2,1.5353819834980968,0
0.0,1.0,0.0,5.0,0,1,72,24,0,86.65,6094.25,1,0,1,1,3,1.3324070993501262,0
1.0,3.0,0.0,4.0,0,1,58,12,0,50.0,2919.85,1,1,1,0,3,0.7688442581362528,0
0.0,1.0,1.0,5.0,0,0,72,24,1,112.75,8192.6,1,1,1,1,4,1.73374380209725,1
0.0,0.0,1.0,5.0,0,0,63,12,0,99.9,6137.0,0,1,0,0,1,1.5361508277562332,0
0.0,0.0,1.0,2.0,0,1,25,1,1,89.15,2257.75,0,1,1,0,2,1.3708493122569387,1
0.0,2.0,1.0,4.0,1,1,52,1,1,109.1,5647.95,1,1,1,0,3,1.6776181712533036,0
0.0,2.0,0.0,3.0,0,0,42,1,1,49.55,2077.95,0,1,0,0,1,0.7619246598130265,0
0.0,3.0,1.0,1.0,0,0,18,1,0,74.15,1387.0,0,0,0,0,0,1.140196034816063,0
0.0,3.0,0.0,0.0,0,0,4,1,1,50.8,202.3,0,0,0,1,1,0.7811457662664328,0
0.0,2.0,0.0,0.0,0,0,3,1,0,57.55,161.45,0,0,1,0,1,0.884939741114827,0
0.0,1.0,1.0,5.0,1,1,72,24,1,116.75,8277.05,1,1,1,1,4,1.7952513427481502,1
1.0,3.0,2.0,1.0,0,1,19,24,0,25.6,485.9,0,0,0,0,0,0.39364826016576143,0
0.0,2.0,1.0,1.0,1,0,15,1,1,91.5,1400.3,0,0,0,0,0,1.4069849923893427,0
0.0,3.0,0.0,2.0,0,0,28,12,0,54.3,1546.3,1,0,0,1,2,0.8349648643359705,0
0.0,0.0,2.0,4.0,0,1,49,24,1,20.15,973.35,0,0,0,0,0,0.30984423602890987,1
0.0,1.0,2.0,5.0,0,0,66,24,1,25.15,1683.6,0,0,0,0,0,0.3867286618425351,1
0.0,2.0,1.0,0.0,0,1,7,1,1,89.75,608.8,0,1,0,1,2,1.3800754433545739,0
0.0,2.0,1.0,1.0,0,0,16,1,1,86.25,1340.1,0,1,0,0,1,1.326256345285036,0
1.0,3.0,0.0,1.0,0,0,23,24,0,40.1,857.75,1,0,1,1,3,0.6166130950252747,0
1.0,0.0,0.0,5.0,0,1,72,24,1,71.45,5025.85,1,0,1,0,2,1.0986784448767053,1
0.0,3.0,2.0,3.0,0,0,47,24,1,20.55,945.7,0,0,0,0,0,0.3159949900939999,0
0.0,2.0,0.0,0.0,0,0,3,1,1,77.4,206.15,1,0,1,0,2,1.1901709115949195,0
1.0,2.0,0.0,0.0,0,1,1,1,0,44.55,44.55,0,0,0,0,0,0.6850402339994012,0
1.0,1.0,0.0,5.0,0,1,72,24,0,89.7,6339.3,1,1,1,1,4,1.3793065990964375,0
0.0,2.0,1.0,0.0,1,1,4,1,1,83.25,308.05,0,0,0,0,0,1.280125689796861,0
0.0,2.0,1.0,3.0,0,1,41,1,1,80.25,3439.0,0,1,0,0,1,1.2339950343086858,0
0.0,3.0,0.0,0.0,0,0,12,12,1,33.6,435.45,1,0,0,1,2,0.5166633414675619,0
0.0,2.0,1.0,4.0,0,1,53,12,0,110.5,5835.5,1,1,1,1,4,1.6991458104811188,0
0.0,2.0,2.0,1.0,0,0,14,1,1,20.05,299.3,0,0,0,0,0,0.30830654751263736,0
0.0,2.0,0.0,0.0,0,0,1,1,0,54.35,54.35,0,0,1,0,1,0.8357337085941068,0
0.0,3.0,0.0,2.0,0,1,29,24,0,75.55,2054.4,0,0,1,1,2,1.1617236740438779,0
1.0,0.0,0.0,2.0,0,0,25,24,0,35.05,844.45,1,0,0,1,2,0.5389598249535131,0
1.0,0.0,1.0,4.0,0,1,58,24,0,94.35,5563.65,0,0,1,1,2,1.450809115103109,0
0.0,1.0,0.0,0.0,0,1,10,1,0,55.2,528.35,0,0,1,1,2,0.8488040609824231,0
0.0,3.0,0.0,0.0,0,0,9,1,1,24.6,190.1,0,0,0,0,0,0.3782713750030364,0
0.0,2.0,1.0,0.0,0,1,1,1,1,90.75,90.75,0,0,0,0,0,1.3954523285172988,0
1.0,0.0,2.0,3.0,0,1,46,24,0,20.25,890.35,0,0,0,0,0,0.3113819245451824,0
1.0,1.0,1.0,3.0,0,1,42,12,1,94.45,3923.8,1,1,0,0,2,1.4523468036193816,1
0.0,2.0,0.0,0.0,1,0,2,1,1,44.15,92.65,0,0,0,0,0,0.6788894799343113,0
0.0,2.0,2.0,0.0,0,0,1,1,0,19.3,19.3,0,0,0,0,0,0.2967738836405936,0
1.0,3.0,2.0,0.0,0,1,7,1,0,20.45,150.75,0,0,0,0,0,0.3144573015777274,0
0.0,0.0,1.0,4.0,1,0,51,12,1,79.6,3974.7,0,1,0,0,1,1.2240000589529143,1
0.0,0.0,1.0,0.0,0,1,2,1,0,79.7,165.0,0,1,1,0,2,1.225537747469187,0
1.0,1.0,2.0,5.0,0,1,66,24,1,25.3,1672.35,0,0,0,0,0,0.3890351946169439,1
1.0,1.0,1.0,5.0,0,1,68,24,1,84.4,5746.75,0,1,1,0,2,1.2978091077339948,1
0.0,2.0,1.0,0.0,0,0,4,1,0,77.85,299.2,0,0,0,0,0,1.1970905099181455,0
0.0,2.0,1.0,0.0,0,0,12,1,1,96.05,1148.1,0,0,0,0,0,1.4769498198797415,0
0.0,0.0,2.0,2.0,0,1,30,12,0,19.55,608.5,0,0,0,0,0,0.30061810493127483,0
1.0,0.0,1.0,4.0,0,1,52,12,0,101.25,5301.1,0,0,1,0,1,1.5569096227259118,0
0.0,1.0,1.0,1.0,0,0,18,12,1,89.6,1633.0,0,0,1,0,1,1.377768910580165,1
0.0,0.0,0.0,4.0,0,0,54,12,0,44.1,2369.7,1,0,0,1,2,0.678120635676175,0
0.0,0.0,0.0,2.0,0,0,25,1,1,78.35,1837.9,1,1,1,1,4,1.204778952499508,1
0.0,1.0,0.0,5.0,0,1,61,24,0,75.35,4729.3,1,0,1,1,3,1.158648297011333,0
0.0,2.0,1.0,4.0,1,0,57,24,0,93.75,5625.55,1,0,0,1,2,1.441582984005474,0
0.0,0.0,0.0,2.0,0,1,35,12,1,62.15,2215.45,1,0,0,0,1,0.9556734128633622,1
1.0,3.0,2.0,0.0,0,1,3,1,0,19.65,60.65,0,0,0,0,0,0.30215579344754734,0
0.0,2.0,1.0,0.0,0,0,12,1,1,106.7,1253.9,0,1,1,0,2,1.6407136468627634,0
0.0,0.0,1.0,4.0,0,1,54,12,0,106.55,5763.3,1,1,0,0,2,1.6384071140883547,0
0.0,1.0,0.0,4.0,0,0,57,24,0,53.35,3090.05,0,0,1,1,2,0.8203568234313817,0
0.0,2.0,1.0,4.0,1,0,55,1,1,98.8,5617.75,1,0,0,0,1,1.5192362540772355,0
1.0,2.0,0.0,1.0,0,0,16,1,1,69.1,1083.7,1,1,0,0,2,1.0625427647443013,0
1.0,3.0,0.0,5.0,0,1,72,24,1,89.4,6376.55,1,1,1,1,4,1.37469353354762,0
1.0,3.0,2.0,0.0,0,1,4,1,1,20.5,77.6,0,0,0,0,0,0.31522614583586367,0
0.0,2.0,1.0,2.0,0,0,30,1,1,100.2,2983.8,0,1,0,0,1,1.5407638933050507,0
0.0,2.0,1.0,1.0,0,0,19,1,1,99.95,1931.75,0,1,0,0,1,1.5369196720143694,0
0.0,2.0,1.0,3.0,0,1,42,1,1,84.3,3588.4,0,0,1,1,2,1.2962714192177223,0
0.0,3.0,2.0,2.0,0,0,27,12,0,20.3,595.05,0,0,0,0,0,0.31215076880331866,0
0.0,2.0,1.0,1.0,0,0,21,1,1,68.65,1493.2,0,0,0,0,0,1.0556231664210751,0
0.0,2.0,0.0,1.0,0,1,14,1,0,46.35,667.7,0,0,0,0,0,0.7127186272923064,0
0.0,3.0,2.0,0.0,0,0,1,1,1,20.25,20.25,0,0,0,0,0,0.3113819245451824,0
0.0,0.0,0.0,5.0,0,1,72,24,0,82.3,5815.15,1,1,1,1,4,1.2655176488922721,0
0.0,1.0,2.0,1.0,0,0,14,1,0,19.6,300.4,0,0,0,0,0,0.3013869491894111,0
0.0,1.0,1.0,3.0,0,0,44,1,1,88.15,3973.2,0,1,1,0,2,1.3554724270942138,1
0.0,0.0,1.0,0.0,0,1,1,1,1,79.35,79.35,0,0,0,0,0,1.220155837662233,1
1.0,2.0,0.0,0.0,0,0,9,1,0,55.35,449.75,0,0,0,0,0,0.8511105937568318,0
0.0,3.0,2.0,1.0,0,0,20,24,0,19.7,406.95,0,0,0,0,0,0.3029246377056836,0
1.0,0.0,1.0,5.0,0,1,71,24,0,114.6,8100.25,1,1,1,1,4,1.7621910396482914,0
0.0,2.0,1.0,5.0,0,0,62,12,1,92.05,5755.8,1,1,1,0,3,1.4154422792288415,0
1.0,1.0,2.0,5.0,1,1,71,24,0,19.8,1388.45,0,0,0,0,0,0.3044623262219561,0
0.0,2.0,1.0,0.0,0,1,3,1,1,70.3,208.85,0,0,0,0,0,1.0809950269395714,0
0.0,2.0,1.0,1.0,1,0,24,1,1,101.25,2440.15,0,1,0,0,1,1.5569096227259118,0
0.0,0.0,0.0,5.0,0,1,62,24,1,39.0,2337.45,0,0,0,1,1,0.5996985213462772,1
0.0,3.0,0.0,1.0,0,0,15,1,1,55.7,899.8,1,0,0,0,1,0.8564925035637857,0
1.0,3.0,0.0,3.0,0,0,41,12,0,70.2,2894.55,1,1,1,0,3,1.079457338423299,0
0.0,0.0,0.0,4.0,0,1,57,12,1,70.1,3913.3,1,0,0,0,1,1.0779196499070263,1
0.0,3.0,0.0,2.0,0,0,29,12,1,24.85,788.05,0,0,0,0,0,0.38211559629371766,0
0.0,3.0,0.0,2.0,0,1,28,12,0,54.35,1426.45,1,0,0,1,2,0.8357337085941068,0
1.0,2.0,1.0,5.0,0,0,67,24,1,104.0,7039.05,0,1,0,1,2,1.5991960569234058,0
0.0,1.0,1.0,3.0,0,0,48,24,1,102.5,4904.25,1,0,1,1,3,1.5761307291793183,1
0.0,2.0,1.0,3.0,0,0,37,1,1,91.15,3369.25,1,0,0,0,1,1.4016030825823889,0
0.0,0.0,0.0,1.0,0,1,17,1,1,75.4,1322.55,0,1,0,0,1,1.1594171412694694,1
1.0,1.0,1.0,0.0,0,1,9,1,1,102.6,897.75,0,1,1,0,2,1.5776684176955906,1
0.0,1.0,1.0,5.0,1,1,64,12,0,80.3,5017.7,1,0,1,0,2,1.234763878566822,0
1.0,0.0,0.0,5.0,0,1,66,1,1,67.45,4508.65,1,1,1,0,3,1.037170904225805,1
1.0,1.0,2.0,1.0,0,0,18,24,0,25.3,454.65,0,0,0,0,0,0.3890351946169439,0
0.0,0.0,1.0,1.0,1,0,21,1,1,96.8,2030.3,0,0,1,0,1,1.4884824837517854,1
1.0,3.0,2.0,1.0,0,1,17,1,0,24.1,409.9,0,0,0,0,0,0.3705829324216739,0
0.0,2.0,1.0,0.0,0,1,7,1,1,86.5,582.5,0,0,0,0,0,1.3301005665757173,0
0.0,0.0,1.0,1.0,0,0,21,1,1,99.15,1956.4,0,1,0,1,2,1.5246181638841894,1
0.0,0.0,1.0,0.0,1,1,7,1,1,95.6,644.35,0,0,0,0,0,1.4700302215565153,1
0.0,2.0,0.0,3.0,0,0,43,12,0,44.15,1931.3,0,0,1,1,2,0.6788894799343113,0
0.0,0.0,2.0,4.0,0,1,59,24,0,18.4,1057.85,0,0,0,0,0,0.28293468699414104,0
0.0,2.0,1.0,1.0,1,1,20,1,1,94.55,1899.65,0,0,0,0,0,1.453884492135654,0
1.0,1.0,1.0,1.0,0,1,16,1,1,79.95,1267.95,0,1,0,0,1,1.2293819687598684,1
0.0,2.0,2.0,1.0,0,0,13,1,1,20.4,251.65,0,0,0,0,0,0.3136884573195911,0
1.0,3.0,1.0,0.0,0,0,7,1,0,95.0,655.5,0,0,0,0,0,1.4608040904588804,0
0.0,0.0,1.0,5.0,0,1,65,24,1,107.65,7082.85,0,1,1,1,3,1.6553216877673524,1
0.0,2.0,1.0,1.0,1,0,15,1,1,79.4,1156.1,0,0,0,0,0,1.2209246819203696,0
0.0,2.0,1.0,0.0,0,0,4,1,1,85.65,321.65,0,0,0,0,0,1.317030214187401,0
0.0,1.0,1.0,0.0,0,0,2,1,0,74.9,147.15,0,0,0,0,0,1.1517286986881068,0
0.0,2.0,1.0,0.0,1,1,1,1,1,90.6,90.6,0,1,0,0,1,1.39314579574289,0
0.0,3.0,1.0,4.0,0,1,49,12,0,100.45,4941.8,0,1,0,0,1,1.544608114595732,0
0.0,2.0,1.0,2.0,0,0,26,1,1,83.95,2254.2,0,0,0,0,0,1.2908895094107684,0
0.0,1.0,1.0,5.0,1,0,72,24,1,117.35,8436.25,1,1,1,1,4,1.8044774738457852,1
0.0,0.0,2.0,1.0,0,0,20,1,1,19.5,413.0,0,0,0,0,0,0.2998492606731386,1
0.0,3.0,1.0,0.0,0,0,1,1,1,80.85,80.85,0,0,0,0,0,1.2432211654063208,0
0.0,3.0,2.0,0.0,0,0,1,1,1,19.55,19.55,0,0,0,0,0,0.30061810493127483,0
0.0,2.0,1.0,2.0,1,1,26,1,0,105.75,2710.25,0,1,1,0,2,1.6261056059581747,0
1.0,0.0,0.0,5.0,0,1,63,24,1,50.65,3221.25,1,0,0,0,1,0.7788392334920241,1
0.0,3.0,0.0,2.0,0,1,28,1,0,60.9,1785.65,1,1,0,1,3,0.9364523064099559,0
1.0,3.0,2.0,0.0,0,1,2,1,0,20.3,40.25,0,0,0,0,0,0.31215076880331866,0
0.0,2.0,1.0,4.0,0,1,56,12,1,107.25,6033.3,0,1,0,1,2,1.6491709337022622,0
0.0,0.0,0.0,5.0,0,1,72,24,1,67.8,4804.65,1,1,1,1,4,1.0425528140327587,1
0.0,2.0,1.0,0.0,0,0,1,1,1,79.95,79.95,0,0,0,0,0,1.2293819687598684,0
1.0,3.0,2.0,4.0,0,1,55,12,0,19.5,1026.35,0,0,0,0,0,0.2998492606731386,0
0.0,3.0,2.0,2.0,0,1,33,12,0,20.6,690.25,0,0,0,0,0,0.3167638343521362,0
0.0,1.0,0.0,3.0,0,1,40,12,0,70.75,2921.75,0,1,0,1,2,1.0879146252627978,0
0.0,1.0,2.0,5.0,0,0,65,12,0,24.8,1600.95,0,0,0,0,0,0.3813467520355814,0
0.0,2.0,2.0,0.0,0,0,3,1,1,20.5,76.95,0,0,0,0,0,0.31522614583586367,0
0.0,2.0,0.0,0.0,0,0,11,1,1,60.9,688.5,0,1,1,1,3,0.9364523064099559,0
0.0,0.0,1.0,2.0,0,0,30,1,0,106.4,3211.9,1,0,0,1,2,1.636100581313946,0
0.0,1.0,0.0,0.0,0,0,10,1,1,54.5,568.2,1,0,0,0,1,0.8380402413685155,1
0.0,2.0,1.0,1.0,0,0,15,1,0,86.2,1270.2,1,0,0,0,1,1.3254875010268998,0
0.0,2.0,0.0,1.0,0,1,14,12,0,44.6,641.25,0,0,0,0,0,0.6858090782575376,0
0.0,0.0,0.0,4.0,0,0,59,12,0,68.7,4070.95,1,0,0,1,2,1.0563920106792113,0
1.0,0.0,2.0,5.0,0,1,69,24,0,19.9,1356.7,0,0,0,0,0,0.3060000147382286,0
0.0,0.0,1.0,3.0,0,0,46,24,1,104.4,4904.2,0,1,1,1,3,1.6053468109884959,1
0.0,3.0,2.0,2.0,0,1,29,1,0,19.85,573.05,0,0,0,0,0,0.3052311704800924,0
0.0,0.0,0.0,5.0,0,1,71,24,0,65.15,4681.75,1,1,0,1,3,1.0018040683515375,0
1.0,2.0,0.0,1.0,0,1,13,1,1,72.8,930.05,0,1,1,1,3,1.119437239846384,0
1.0,2.0,0.0,1.0,0,1,24,1,0,55.15,1319.85,1,0,0,1,2,0.8480352167242868,0
0.0,0.0,1.0,5.0,0,1,66,12,0,115.8,7942.15,1,1,1,1,4,1.7806433018435615,0
1.0,2.0,0.0,0.0,0,1,8,1,1,54.4,475.1,0,0,0,0,0,0.8365025528522431,0
0.0,2.0,1.0,1.0,0,1,23,1,1,99.25,2186.4,1,1,1,0,3,1.526155852400462,0
1.0,3.0,1.0,4.0,0,1,50,12,0,103.05,5153.5,0,0,1,1,2,1.584588016018817,0
0.0,2.0,0.0,2.0,0,0,33,12,1,39.1,1309.0,0,1,0,0,1,0.6012362098625497,0
1.0,2.0,0.0,3.0,0,1,40,1,1,50.85,2036.55,0,1,0,0,1,0.7819146105245691,0
0.0,2.0,1.0,1.0,1,0,21,1,1,94.25,1973.75,0,0,0,0,0,1.4492714265868365,0
0.0,0.0,1.0,3.0,0,0,46,1,0,96.05,4399.5,0,0,0,0,0,1.4769498198797415,0
0.0,3.0,2.0,1.0,0,0,17,12,0,20.15,353.65,0,0,0,0,0,0.30984423602890987,0
0.0,0.0,1.0,0.0,0,1,11,1,1,79.5,868.5,0,0,0,0,0,1.222462370436642,1
0.0,2.0,1.0,0.0,0,0,11,1,1,89.2,990.3,0,0,1,0,1,1.3716181565150751,0
0.0,0.0,0.0,0.0,0,1,8,1,1,49.55,393.45,0,1,0,0,1,0.7619246598130265,1
0.0,2.0,1.0,0.0,0,0,7,1,1,79.7,586.05,0,0,0,0,0,1.225537747469187,0
1.0,2.0,1.0,0.0,1,0,11,1,1,95.0,1120.3,0,1,0,0,1,1.4608040904588804,0
1.0,1.0,2.0,2.0,0,1,25,24,0,25.5,630.6,0,0,0,0,0,0.3921105716494889,0
0.0,2.0,1.0,2.0,0,0,27,1,1,81.3,2272.8,0,0,1,0,1,1.250140763729547,0
0.0,3.0,0.0,0.0,0,0,1,1,0,51.25,51.25,0,0,0,1,1,0.7880653645896591,0
0.0,2.0,1.0,3.0,0,1,37,1,1,90.35,3419.3,0,0,1,1,2,1.3893015744522088,0
0.0,1.0,0.0,5.0,0,1,71,24,0,89.3,6388.65,1,1,1,1,4,1.3731558450313475,0
0.0,3.0,2.0,4.0,0,0,56,12,1,21.2,1238.65,0,0,0,0,0,0.32598996544977116,0
0.0,1.0,1.0,1.0,0,0,24,1,1,79.85,2001.0,0,0,0,0,0,1.2278442802435956,1
0.0,0.0,1.0,1.0,1,0,20,1,0,80.7,1614.2,0,0,0,0,0,1.240914632631912,0
0.0,0.0,0.0,5.0,0,0,70,24,0,79.6,5589.45,1,0,1,1,3,1.2240000589529143,0
0.0,3.0,2.0,3.0,0,1,48,24,1,20.05,1036.0,0,0,0,0,0,0.30830654751263736,0
1.0,0.0,0.0,5.0,0,1,61,24,1,61.45,3751.15,0,1,1,1,3,0.9449095932494548,1
0.0,0.0,1.0,0.0,0,1,9,1,1,79.35,661.25,0,0,1,0,1,1.220155837662233,1
0.0,2.0,1.0,0.0,0,1,9,1,1,88.05,801.3,1,0,0,0,1,1.3539347385779412,0
0.0,2.0,0.0,0.0,0,0,1,1,0,49.95,49.95,0,1,0,0,1,0.7680754138781166,0
0.0,2.0,1.0,2.0,0,1,33,12,1,93.8,3124.5,0,0,1,0,1,1.4423518282636103,0
0.0,3.0,0.0,0.0,0,1,9,1,1,68.95,593.85,1,1,0,1,3,1.0602362319698926,0
0.0,3.0,2.0,1.0,1,0,22,12,1,20.05,417.0,0,0,0,0,0,0.30830654751263736,0
0.0,2.0,0.0,5.0,0,1,71,24,0,49.35,3515.25,0,1,0,0,1,0.7588492827804816,0
0.0,3.0,0.0,3.0,0,0,47,24,0,74.05,3496.3,1,1,0,1,3,1.1386583462997903,0
0.0,1.0,0.0,5.0,1,0,70,12,1,44.05,3011.65,0,1,1,0,2,0.6773517914180387,1
0.0,2.0,1.0,0.0,0,1,11,1,1,99.5,1056.95,0,0,1,0,1,1.530000073691143,0
0.0,0.0,0.0,4.0,0,0,58,24,0,70.1,4048.95,0,1,1,1,3,1.0779196499070263,0
1.0,3.0,1.0,3.0,0,0,38,1,1,81.85,3141.7,0,1,0,0,1,1.2585980505690457,0
0.0,2.0,1.0,0.0,1,0,10,1,1,72.85,688.65,0,1,0,0,1,1.1202060841045203,0
0.0,2.0,1.0,1.0,1,0,16,1,1,84.75,1350.15,0,0,0,0,0,1.3031910175409485,0
0.0,1.0,1.0,0.0,1,0,12,1,1,73.3,828.05,0,0,0,0,0,1.1271256824277465,1
1.0,2.0,2.0,0.0,0,1,1,1,0,20.0,20.0,0,0,0,0,0,0.30753770325450114,0
1.0,0.0,2.0,3.0,0,1,39,24,1,19.85,854.8,0,0,0,0,0,0.3052311704800924,1
1.0,0.0,1.0,5.0,0,1,72,12,1,106.1,7848.5,1,0,1,0,2,1.6314875157651283,1
0.0,2.0,0.0,4.0,0,0,52,12,0,53.75,2790.65,1,0,1,0,2,0.8265075774964717,0
1.0,0.0,0.0,0.0,0,1,1,1,0,30.5,30.5,1,0,0,0,1,0.46899499746311424,0
0.0,0.0,0.0,0.0,0,0,4,1,1,50.55,235.65,1,0,0,0,1,0.7773015449757515,1
0.0,3.0,1.0,2.0,0,1,28,1,1,92.35,2602.9,1,0,0,0,1,1.420055344777659,0
1.0,2.0,1.0,0.0,0,0,12,1,1,84.05,966.55,0,0,0,0,0,1.292427197927041,0
1.0,3.0,2.0,2.0,0,1,27,24,0,19.9,550.1,0,0,0,0,0,0.3060000147382286,0
0.0,1.0,1.0,5.0,1,1,72,12,0,105.0,7578.05,0,1,1,0,2,1.6145729420861308,0
0.0,0.0,1.0,1.0,1,0,18,1,0,93.9,1743.9,0,0,1,1,2,1.4438895167798829,0
1.0,0.0,0.0,5.0,0,1,70,24,0,79.7,5743.3,1,1,1,1,4,1.225537747469187,0
0.0,2.0,0.0,0.0,1,1,1,1,0,40.2,40.2,0,1,0,0,1,0.6181507835415473,0
1.0,3.0,2.0,0.0,0,0,1,1,0,19.25,19.25,0,0,0,0,0,0.2960050393824573,0
0.0,2.0,1.0,5.0,0,1,72,24,0,115.15,8349.7,1,1,1,1,4,1.7706483264877904,0
0.0,0.0,1.0,1.0,0,1,15,1,1,74.9,1107.25,0,0,0,0,0,1.1517286986881068,1
0.0,3.0,2.0,1.0,0,1,22,12,0,20.15,419.9,0,0,0,0,0,0.30984423602890987,0
0.0,3.0,2.0,0.0,0,1,10,12,0,20.1,184.4,0,0,0,0,0,0.30907539177077364,0
0.0,2.0,1.0,1.0,0,0,17,1,1,70.0,1144.5,0,0,0,0,0,1.076381961390754,0
0.0,3.0,0.0,1.0,1,0,14,24,0,39.7,692.35,1,0,1,1,3,0.6104623409601848,0
1.0,3.0,0.0,4.0,0,1,58,12,1,44.1,2413.05,0,0,0,0,0,0.678120635676175,0
